universe_id,employer_level,country_code,canton_code,canton_name,bfs_code,employer_name,district,bfs_language_region_code,language_region,statistical_city,degurb2021,priority_tier,expected_green_service_units,canonical_portal_status,canonical_portal_url,portal_platform,verification_status,notes
PUB-CH-SO-MUN-2404,MUNICIPALITY,CH,SO,Solothurn,2404,Gemeinde/Stadt Neuendorf,Bezirk Gäu,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2405,MUNICIPALITY,CH,SO,Solothurn,2405,Gemeinde/Stadt Niederbuchsiten,Bezirk Gäu,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2495,MUNICIPALITY,CH,SO,Solothurn,2495,Gemeinde/Stadt Niedergösgen,Bezirk Gösgen,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2478,MUNICIPALITY,CH,SO,Solothurn,2478,Gemeinde/Stadt Nuglar-St. Pantaleon,Bezirk Dorneck,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2621,MUNICIPALITY,CH,SO,Solothurn,2621,Gemeinde/Stadt Nunningen,Bezirk Thierstein,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2406,MUNICIPALITY,CH,SO,Solothurn,2406,Gemeinde/Stadt Oberbuchsiten,Bezirk Gäu,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2553,MUNICIPALITY,CH,SO,Solothurn,2553,Gemeinde/Stadt Oberdorf (SO),Bezirk Lebern,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2528,MUNICIPALITY,CH,SO,Solothurn,2528,Gemeinde/Stadt Obergerlafingen,Bezirk Wasseramt,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2497,MUNICIPALITY,CH,SO,Solothurn,2497,Gemeinde/Stadt Obergösgen,Bezirk Gösgen,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2407,MUNICIPALITY,CH,SO,Solothurn,2407,Gemeinde/Stadt Oensingen,Bezirk Gäu,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2581,MUNICIPALITY,CH,SO,Solothurn,2581,Gemeinde/Stadt Olten,Bezirk Olten,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2530,MUNICIPALITY,CH,SO,Solothurn,2530,Gemeinde/Stadt Recherswil,Bezirk Wasseramt,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2582,MUNICIPALITY,CH,SO,Solothurn,2582,Gemeinde/Stadt Rickenbach (SO),Bezirk Olten,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2554,MUNICIPALITY,CH,SO,Solothurn,2554,Gemeinde/Stadt Riedholz,Bezirk Lebern,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2479,MUNICIPALITY,CH,SO,Solothurn,2479,Gemeinde/Stadt Rodersdorf,Bezirk Dorneck,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2555,MUNICIPALITY,CH,SO,Solothurn,2555,Gemeinde/Stadt Rüttenen,Bezirk Lebern,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2461,MUNICIPALITY,CH,SO,Solothurn,2461,Gemeinde/Stadt Schnottwil,Bezirk Bucheggberg,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2583,MUNICIPALITY,CH,SO,Solothurn,2583,Gemeinde/Stadt Schönenwerd,Bezirk Olten,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2480,MUNICIPALITY,CH,SO,Solothurn,2480,Gemeinde/Stadt Seewen,Bezirk Dorneck,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2556,MUNICIPALITY,CH,SO,Solothurn,2556,Gemeinde/Stadt Selzach,Bezirk Lebern,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2601,MUNICIPALITY,CH,SO,Solothurn,2601,Gemeinde/Stadt Solothurn,Bezirk Solothurn,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2584,MUNICIPALITY,CH,SO,Solothurn,2584,Gemeinde/Stadt Starrkirch-Wil,Bezirk Olten,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2499,MUNICIPALITY,CH,SO,Solothurn,2499,Gemeinde/Stadt Stüsslingen,Bezirk Gösgen,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2532,MUNICIPALITY,CH,SO,Solothurn,2532,Gemeinde/Stadt Subingen,Bezirk Wasseramt,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2500,MUNICIPALITY,CH,SO,Solothurn,2500,Gemeinde/Stadt Trimbach,Bezirk Gösgen,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2463,MUNICIPALITY,CH,SO,Solothurn,2463,Gemeinde/Stadt Unterramsern,Bezirk Bucheggberg,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2585,MUNICIPALITY,CH,SO,Solothurn,2585,Gemeinde/Stadt Walterswil (SO),Bezirk Olten,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2586,MUNICIPALITY,CH,SO,Solothurn,2586,Gemeinde/Stadt Wangen bei Olten,Bezirk Olten,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2430,MUNICIPALITY,CH,SO,Solothurn,2430,Gemeinde/Stadt Welschenrohr-Gänsbrunnen,Bezirk Thal,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2501,MUNICIPALITY,CH,SO,Solothurn,2501,Gemeinde/Stadt Winznau,Bezirk Gösgen,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2502,MUNICIPALITY,CH,SO,Solothurn,2502,Gemeinde/Stadt Wisen (SO),Bezirk Gösgen,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2481,MUNICIPALITY,CH,SO,Solothurn,2481,Gemeinde/Stadt Witterswil,Bezirk Dorneck,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2408,MUNICIPALITY,CH,SO,Solothurn,2408,Gemeinde/Stadt Wolfwil,Bezirk Gäu,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2534,MUNICIPALITY,CH,SO,Solothurn,2534,Gemeinde/Stadt Zuchwil,Bezirk Wasseramt,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SO-MUN-2622,MUNICIPALITY,CH,SO,Solothurn,2622,Gemeinde/Stadt Zullwil,Bezirk Thierstein,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1361,MUNICIPALITY,CH,SZ,Schwyz,1361,Gemeinde/Stadt Alpthal,Bezirk Schwyz,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1341,MUNICIPALITY,CH,SZ,Schwyz,1341,Gemeinde/Stadt Altendorf,Bezirk March,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1362,MUNICIPALITY,CH,SZ,Schwyz,1362,Gemeinde/Stadt Arth,Bezirk Schwyz,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1301,MUNICIPALITY,CH,SZ,Schwyz,1301,Gemeinde/Stadt Einsiedeln,Bezirk Einsiedeln,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1321,MUNICIPALITY,CH,SZ,Schwyz,1321,Gemeinde/Stadt Feusisberg,Bezirk Höfe,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1322,MUNICIPALITY,CH,SZ,Schwyz,1322,Gemeinde/Stadt Freienbach,Bezirk Höfe,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1342,MUNICIPALITY,CH,SZ,Schwyz,1342,Gemeinde/Stadt Galgenen,Bezirk March,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1311,MUNICIPALITY,CH,SZ,Schwyz,1311,Gemeinde/Stadt Gersau,Bezirk Gersau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1363,MUNICIPALITY,CH,SZ,Schwyz,1363,Gemeinde/Stadt Illgau,Bezirk Schwyz,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1364,MUNICIPALITY,CH,SZ,Schwyz,1364,Gemeinde/Stadt Ingenbohl,Bezirk Schwyz,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1343,MUNICIPALITY,CH,SZ,Schwyz,1343,Gemeinde/Stadt Innerthal,Bezirk March,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1331,MUNICIPALITY,CH,SZ,Schwyz,1331,Gemeinde/Stadt Küssnacht (SZ),Bezirk Küssnacht (SZ),1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1344,MUNICIPALITY,CH,SZ,Schwyz,1344,Gemeinde/Stadt Lachen,Bezirk March,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1365,MUNICIPALITY,CH,SZ,Schwyz,1365,Gemeinde/Stadt Lauerz,Bezirk Schwyz,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-SZ-MUN-1366,MUNICIPALITY,CH,SZ,Schwyz,1366,Gemeinde/Stadt Morschach,Bezirk Schwyz,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
